epoch,train_loss,val_loss,val_mae,val_rmse
1,0.21787276757512805,0.2752654096313465,0.37530113561960077,0.49971191406352305
2,0.1457224220695285,0.2505489114725495,0.360167784679092,0.47358361067523314
3,0.11637904346990265,0.24778461646839314,0.34970553773356416,0.46877887463318996
4,0.09897234375568932,0.25847464231456513,0.3600253255882378,0.47666959748762255
5,0.08500094034292534,0.2484279939786121,0.3494628424284873,0.4654232287222775
6,0.07878119743388011,0.24748802201043535,0.3498100548234525,0.46536981056903315
7,0.07078448147468283,0.2488490889938674,0.34879206537535407,0.4667377210857786
8,0.065863942659519,0.2633859141781923,0.35521871182724685,0.4745292469069467
9,0.06271193965540166,0.2647335566060785,0.3551503706581985,0.47511974045504474
10,0.05899722363277841,0.25120761487341264,0.35009390093998394,0.4645050590423473
11,0.049923722274715865,0.26360984893731104,0.35696502311550427,0.4722031981513828
12,0.04807102939939831,0.2657470934650873,0.3613594450413017,0.47887950149684266
