epoch,train_loss,val_loss,val_mae,val_rmse
1,0.18909369996121428,0.30069995609968675,0.3952284136623611,0.5109505162068227
2,0.10699758581431036,0.26788799414829595,0.36847744063997545,0.48377197530105426
3,0.08599808718115377,0.3053187056784465,0.3989560254536788,0.5136729260801476
4,0.0739819107688034,0.2935038710313149,0.3838182090817795,0.5014173691939243
5,0.06731707993501551,0.2858722295993338,0.38377565430663885,0.4973967473053211
6,0.061034385967577834,0.2746375837734753,0.37566482062964857,0.4918056266600931
7,0.05069058434412083,0.2737210020694679,0.3689683927752587,0.4823372490900674
8,0.0481166122749362,0.2647896978226477,0.361341446721229,0.4754277222966258
9,0.046727936882918944,0.26021788416502684,0.3574669486052794,0.47099859995587245
10,0.045123713854307065,0.2639328995741531,0.36319715841546435,0.47566709609738594
11,0.04335003176564619,0.2607143830010063,0.35929477661112763,0.4716301945063516
12,0.04226874105360595,0.26371642348720803,0.3624914474649456,0.4734142571783608
13,0.041009962946648444,0.26772821272450237,0.36958574791548976,0.47992416252728776
14,0.037593484784685605,0.2693708994963527,0.3686233981308879,0.4810329011212447
15,0.03666238244015173,0.2643252488907456,0.3634541854853795,0.4757197763538238
