epoch,train_loss,val_loss,val_mae,val_rmse
1,0.32071256920723906,0.6619125332501896,0.6351988464945556,0.7672323043242567
2,0.20662715712172514,0.6170382645733238,0.6104805489590024,0.7422217644353047
3,0.19923172254050991,0.582942156609075,0.5990687203085031,0.7226742363313676
4,0.19529426740679082,0.6052516764055836,0.6191789086119245,0.7354808141811291
5,0.1931681255246879,0.6240810335411378,0.6261963046714744,0.7502702710403953
6,0.19087168561462706,0.5650013423329181,0.6050851278053386,0.722600803217185
7,0.18967710115773434,0.5857465245441877,0.6140373165810525,0.7331173390540102
8,0.1888933503810824,0.5821415273014299,0.6180470867925283,0.7347287007013479
9,0.18817041764275355,0.6037099729840578,0.6464073566555645,0.7557039501021998
10,0.18692878237612645,0.5759840426054208,0.6275266617108148,0.7363817857790597
11,0.18456366548096606,0.5859143440622651,0.6212163829568168,0.7394771823246729
12,0.1842334541687009,0.5947569187453212,0.6274228346907921,0.7479594726722094
