epoch,train_loss,val_loss,val_mae,val_rmse
1,0.2972988622645613,0.6247116990596843,0.6060690789922474,0.7384537467115607
2,0.20284858034233672,0.6696038159708229,0.6453164399910628,0.7739447096697994
3,0.19605687772587027,0.6493944163563885,0.6479593507979106,0.7669923523290298
4,0.19216789485396898,0.6104732886503449,0.6163284013236037,0.7379971402981997
5,0.18971436279119777,0.5891804915977328,0.6065412807863584,0.7252933277487371
6,0.18816748498125635,0.6991743499489461,0.6663716158573271,0.7869406091351029
7,0.18591250426309353,0.6638341229045323,0.6468528215656514,0.7665109040910557
8,0.18493784393493137,0.6977554376072649,0.6664023441809028,0.7811590164957372
9,0.18379934583281143,0.7661609375228751,0.7040809150597385,0.822033975927954
10,0.18097613959246084,0.6820154838284769,0.6563284976291595,0.7761275879535212
11,0.17983213971563813,0.7407656250223021,0.6928845208695302,0.8151075124894056
