epoch,train_loss,val_loss,val_mae,val_rmse
1,0.2751131868079276,0.6503998778250514,0.6114629457319686,0.7349014727503055
2,0.19831273583927675,0.6313503222950434,0.5923151496371801,0.7086786275845028
3,0.19369169183061127,0.590175928373343,0.6073134683202045,0.7161476207096621
4,0.19116866906064486,0.5724869503071573,0.6016092522286008,0.7120985673287733
5,0.18918807766688076,0.6297750630442152,0.6265866114611892,0.7445823866853999
6,0.18857947458833055,0.6671347393546588,0.6278175629788881,0.7445627231501735
7,0.18747475241344858,0.6399418624959977,0.5968053996678049,0.7169111333955284
8,0.18740899136536637,0.5923829249457416,0.5837110286105781,0.7038155126484698
9,0.18456309601206927,0.6051505680274514,0.5825143991123323,0.701270703912881
10,0.18391903991061986,0.5984818177708124,0.5845135242558938,0.7018942558005807
