epoch,train_loss,val_loss,val_mae,val_rmse
1,0.26355562764048807,0.4526163486705272,0.4987998204623863,0.6246053024509648
2,0.21523136621056488,0.40741414186291713,0.46809415267458115,0.5935896481089235
3,0.2087574192184083,0.37456788234218863,0.4513554592473397,0.5702638681240682
4,0.20480311540184215,0.32822672806021264,0.4089272827402118,0.5290721028241009
5,0.2023467861721202,0.36550133376875443,0.4396803131930781,0.5586583130070053
6,0.1994280484315851,0.3730632911923514,0.44081507167835576,0.5640825090621883
7,0.1989063808849402,0.354834347956592,0.4320406234121463,0.5479154794282488
8,0.19683567189559253,0.3563882688730719,0.42129646232564427,0.5460361006626093
9,0.1923806145787239,0.3444677995114649,0.4139339261749594,0.5366683269593274
10,0.19189257785764377,0.3525601581625474,0.4170559445500131,0.5437802139301425
