epoch,train_loss,val_loss,val_mae,val_rmse
1,0.24994352649389667,1.0430462398873817,0.8083146159369095,0.9671450278017812
2,0.16798261067545803,0.9376990702167086,0.7691847294396378,0.9153861432238163
3,0.15976675095719475,0.942251323183011,0.7696371123632681,0.9161798641344581
4,0.15623062221966183,0.8304132793471937,0.723703463198775,0.8677039086959363
5,0.15433809606647994,0.893749972917675,0.7526341585278179,0.8998104554341858
6,0.15272825412924138,0.8652562094563401,0.7407335407154367,0.8900196764300857
7,0.1510877621265382,0.8039743717687117,0.7122814042121651,0.8597484429464195
8,0.15042894510927676,0.8413146988973677,0.7305293792154983,0.8763624083021377
9,0.149898392854405,0.8272533268663561,0.7247613868061705,0.8733094772845474
10,0.14976714647262432,0.8014550978624368,0.7128786265376913,0.857486172554652
11,0.14953274565128585,0.777485707681646,0.7040403673153173,0.8455271827154113
12,0.14876739040817957,0.8664475385402564,0.7448073792447351,0.8892861979889066
13,0.1482685673874651,0.9100965904565462,0.7587290893192328,0.9054755079493045
14,0.1481301555635261,0.8714066192306333,0.746006654327301,0.8876742622776109
15,0.14775256644541152,0.8474171433267714,0.7298858287354392,0.879154607094145
16,0.14544765108520605,0.8319708960451708,0.7248276880922504,0.871952495230188
17,0.14516763187472972,0.9043720268277339,0.7567473033471467,0.904011061393097
