epoch,train_loss,val_loss,val_mae,val_rmse
1,0.1958567814583284,0.27068156102419255,0.36731658748382406,0.48790018346477954
2,0.12063715938342853,0.24879852742934988,0.3547449722818949,0.46707652154027124
3,0.09020725836451818,0.24453804260081832,0.34505009513713597,0.45988347393022383
4,0.07407650897804927,0.2618723233749723,0.35547730641236147,0.46983294736620335
5,0.06458502550986586,0.2294166014125945,0.329663787813203,0.43949242884753165
6,0.05779282742800216,0.25850184906631346,0.3527358759628604,0.4708713320953297
7,0.05425473962036353,0.24931494252565617,0.3461405877915096,0.4580186298159002
8,0.050051281323402606,0.25343996113115463,0.3480134918387421,0.4638619287488185
9,0.04815966415177895,0.2492075569894124,0.34436032448401144,0.45801589902545525
10,0.03882988070400571,0.2567912700528675,0.3486966578151197,0.46423024490293424
11,0.037174822297841026,0.2520333454987952,0.3462589923608101,0.461446973022231
